date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:21	1442/1442	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/light_square/btnPrevious.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/light_square/btnPrevious.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:22	4227/4227	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/sprite.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/sprite.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:22	142/142	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternTop.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternTop.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:23	137/137	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternLeft.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:23	136/136	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternRight.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternRight.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:23	2545/2545	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/loader.gif	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/loader.gif	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:24	845/845	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/btnNext.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/btnNext.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:24	828/828	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/btnPrevious.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/btnPrevious.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:24	142/142	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternBottom.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:25	227/227	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:26	2545/2545	---M--	200	added ('OK')	image/gif	date:Sat,%2019%20Jan%202013%2018:52:42%20GMT	http://nit-it.com/locanda/images/prettyPhoto/light_rounded/loader.gif	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/prettyPhoto/light_rounded/loader.gif	(from http://nit-it.com/locanda/css/prettyPhoto.css)
20:03:26	847/847	---M--	200	added ('OK')	image/gif	date:Mon,%2025%20May%202009%2015:47:26%20GMT	http://nit-it.com/locanda/images/loading.gif	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/loading.gif	(from http://nit-it.com/locanda/booking.html)
20:03:26	1177/1177	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Oct%202014%2022:18:36%20GMT	http://nit-it.com/locanda/js/booking_form.js	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/js/booking_form.js	(from http://nit-it.com/locanda/booking.html)
20:03:27	31753/31753	---M--	200	added ('OK')	text/css	date:Sat,%2025%20Oct%202014%2016:28:50%20GMT	http://nit-it.com/locanda/css/blue/style.css	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/blue/style.css	(from http://nit-it.com/locanda/index-blue.html)
20:03:28	5719/5719	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:44:26%20GMT	http://nit-it.com/locanda/css/blue/images/logo.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/blue/images/logo.png	(from http://nit-it.com/locanda/index-blue.html)
20:03:28	5230/5230	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:41:20%20GMT	http://nit-it.com/locanda/css/blue/images/zoom-icon.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/blue/images/zoom-icon.png	(from http://nit-it.com/locanda/index-blue.html)
20:03:29	5603/5603	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:40:46%20GMT	http://nit-it.com/locanda/css/blue/images/zoom-icon2.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/blue/images/zoom-icon2.png	(from http://nit-it.com/locanda/index-blue.html)
20:03:30	11720/11720	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Oct%202014%2015:45:18%20GMT	http://nit-it.com/locanda/js/style-switcher/switcher2.js	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/js/style-switcher/switcher2.js	(from http://nit-it.com/locanda/index-blue.html)
20:03:31	5639/5639	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:45:56%20GMT	http://nit-it.com/locanda/css/red/images/logo.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/red/images/logo.png	(from http://nit-it.com/locanda/index-red.html)
20:03:31	31755/31755	---M--	200	added ('OK')	text/css	date:Sat,%2025%20Oct%202014%2016:33:52%20GMT	http://nit-it.com/locanda/css/red/style.css	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/red/style.css	(from http://nit-it.com/locanda/index-red.html)
20:03:32	5207/5207	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:36:58%20GMT	http://nit-it.com/locanda/css/red/images/zoom-icon.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/red/images/zoom-icon.png	(from http://nit-it.com/locanda/index-red.html)
20:03:32	5701/5701	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:37:30%20GMT	http://nit-it.com/locanda/css/red/images/zoom-icon2.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/red/images/zoom-icon2.png	(from http://nit-it.com/locanda/index-red.html)
20:03:33	5635/5635	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:46:46%20GMT	http://nit-it.com/locanda/css/green/images/logo.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/green/images/logo.png	(from http://nit-it.com/locanda/index-green.html)
20:03:34	31843/31843	---M--	200	added ('OK')	text/css	date:Sat,%2025%20Oct%202014%2016:29:04%20GMT	http://nit-it.com/locanda/css/green/style.css	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/green/style.css	(from http://nit-it.com/locanda/index-green.html)
20:03:34	5182/5182	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:32:50%20GMT	http://nit-it.com/locanda/css/green/images/zoom-icon.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/green/images/zoom-icon.png	(from http://nit-it.com/locanda/index-green.html)
20:03:34	5801/5801	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Oct%202014%2000:33:46%20GMT	http://nit-it.com/locanda/css/green/images/zoom-icon2.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/css/green/images/zoom-icon2.png	(from http://nit-it.com/locanda/index-green.html)
20:03:34	4803/4803	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Oct%202014%2023:43:38%20GMT	http://nit-it.com/locanda/images/logo-white.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/logo-white.png	(from http://nit-it.com/locanda/index-whiteheader.html)
20:03:45	51988/51988	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:29:00%20GMT	http://nit-it.com/locanda/images/acc_img5.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/acc_img5.jpg	(from http://nit-it.com/locanda/accomodation.html)
20:03:46	72733/72733	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:28:48%20GMT	http://nit-it.com/locanda/images/acc_img4.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/acc_img4.jpg	(from http://nit-it.com/locanda/accomodation.html)
20:03:46	85753/85753	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:28:14%20GMT	http://nit-it.com/locanda/images/about.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/about.jpg	(from http://nit-it.com/locanda/about.html)
20:03:46	70708/70708	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:29:16%20GMT	http://nit-it.com/locanda/images/acc_img6.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/acc_img6.jpg	(from http://nit-it.com/locanda/accomodation.html)
20:03:51	52313/52313	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:30:52%20GMT	http://nit-it.com/locanda/images/fac-1.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/fac-1.jpg	(from http://nit-it.com/locanda/facilities.html)
20:03:53	33751/33751	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:31:34%20GMT	http://nit-it.com/locanda/images/fac-5.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/fac-5.jpg	(from http://nit-it.com/locanda/facilities.html)
20:03:56	53811/53811	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:31:16%20GMT	http://nit-it.com/locanda/images/fac-4.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/fac-4.jpg	(from http://nit-it.com/locanda/facilities.html)
20:03:56	14194/14194	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Oct%202014%2002:57:36%20GMT	http://nit-it.com/locanda/js/jquery.shuffle.min.js	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/js/jquery.shuffle.min.js	(from http://nit-it.com/locanda/gallery.html)
20:03:56	71950/71950	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:31:04%20GMT	http://nit-it.com/locanda/images/fac-2.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/fac-2.jpg	(from http://nit-it.com/locanda/facilities.html)
20:03:58	779/779	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Oct%202014%2023:00:10%20GMT	http://nit-it.com/locanda/js/contact_form.js	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/js/contact_form.js	(from http://nit-it.com/locanda/contact.html)
20:04:04	83386/83386	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:31:46%20GMT	http://nit-it.com/locanda/images/fac-6.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/fac-6.jpg	(from http://nit-it.com/locanda/facilities.html)
20:04:04	51682/51682	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:29:36%20GMT	http://nit-it.com/locanda/images/blog_img1.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/blog_img1.jpg	(from http://nit-it.com/locanda/blog.html)
20:04:05	63808/63808	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:29:50%20GMT	http://nit-it.com/locanda/images/blog_img2.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/blog_img2.jpg	(from http://nit-it.com/locanda/blog.html)
20:04:06	4861/4861	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Oct%202014%2009:32:54%20GMT	http://nit-it.com/locanda/lightslider/css/lightslider.css	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/lightslider/css/lightslider.css	(from http://nit-it.com/locanda/single-room.html)
20:04:11	97923/97923	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:33:16%20GMT	http://nit-it.com/locanda/images/restaurant_pic.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/restaurant_pic.jpg	(from http://nit-it.com/locanda/single-facilities.html)
20:04:13	44138/44138	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:34:26%20GMT	http://nit-it.com/locanda/images/room_pic3.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic3.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:14	43177/43177	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:34:44%20GMT	http://nit-it.com/locanda/images/room_pic4.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic4.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:14	55851/55851	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:35:52%20GMT	http://nit-it.com/locanda/images/room_pic8.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic8.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:20	61584/61584	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:35:02%20GMT	http://nit-it.com/locanda/images/room_pic5.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic5.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:21	52440/52440	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:35:20%20GMT	http://nit-it.com/locanda/images/room_pic6.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic6.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:25	61934/61934	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:36:18%20GMT	http://nit-it.com/locanda/images/room_pic10.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic10.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:25	67968/67968	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:35:36%20GMT	http://nit-it.com/locanda/images/room_pic7.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic7.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:28	66097/66097	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:36:04%20GMT	http://nit-it.com/locanda/images/room_pic9.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic9.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:28	65876/65876	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Oct%202014%2020:36:34%20GMT	http://nit-it.com/locanda/images/room_pic11.jpg	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/images/room_pic11.jpg	(from http://nit-it.com/locanda/single-room.html)
20:04:30	2195/2195	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Sep%202014%2009:33:24%20GMT	http://nit-it.com/locanda/lightslider/img/controls.png	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/lightslider/img/controls.png	(from http://nit-it.com/locanda/lightslider/css/lightslider.css)
20:04:30	32875/32875	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Oct%202014%2009:46:18%20GMT	http://nit-it.com/locanda/lightslider/js/jquery.lightSlider.js	C:/Users/bagh/Documents/Website%20Ripper%20Copier/Hotel2/nit-it.com/locanda/lightslider/js/jquery.lightSlider.js	(from http://nit-it.com/locanda/single-room.html)
